"MpTak_v6.1"	"Name"	"product"	"MPGENES"	"annots"
"Mp4g16570"	"MpPTB6"	"phosphate"	"[MpPTB6]: phosphate"	"[K14640]: SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter);
[KOG2493]: Na+/Pi symporter; [P];
[PTHR11101]: PHOSPHATE TRANSPORTER;
[PTHR11101:SF85]: PHOSPHATE TRANSPORTER;
[PF01384]: Phosphate transporter family"
"Mp4g16580"	"MpPTB2"	"phosphate"	"[MpPTB2]: phosphate"	"[K14640]: SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter);
[KOG2493]: Na+/Pi symporter; [P];
[PTHR11101]: PHOSPHATE TRANSPORTER;
[PTHR11101:SF85]: PHOSPHATE TRANSPORTER;
[PF01384]: Phosphate transporter family"
"Mp4g16590"	"MpPTB3"	"phosphate"	"[MpPTB3]: phosphate"	"[K14640]: SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter);
[KOG2493]: Na+/Pi symporter; [P];
[PTHR11101:SF85]: PHOSPHATE TRANSPORTER;
[PTHR11101]: PHOSPHATE TRANSPORTER;
[PF01384]: Phosphate transporter family"
"Mp4g16600"	"MpPTB1"	"phosphate"	"[MpPTB1]: phosphate"	"[K14640]: SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter);
[KOG2493]: Na+/Pi symporter; [P];
[PTHR11101]: PHOSPHATE TRANSPORTER;
[PTHR11101:SF85]: PHOSPHATE TRANSPORTER;
[PF01384]: Phosphate transporter family"
"Mp4g16610"	"MpPTB5"	"phosphate"	"[MpPTB5]: phosphate"	"[K14640]: SLC20A, PIT; solute carrier family 20 (sodium-dependent phosphate transporter);
[KOG2493]: Na+/Pi symporter; [P];
[PTHR11101:SF85]: PHOSPHATE TRANSPORTER;
[PTHR11101]: PHOSPHATE TRANSPORTER;
[PF01384]: Phosphate transporter family"
"Mp4g16650"	""	""	""	"[K03007]: RPB10, POLR2L; DNA-directed RNA polymerases I, II, and III subunit RPABC5;
[KOG3497]: DNA-directed RNA polymerase, subunit RPB10; [K];
[PTHR23431]: DNA-DIRECTED RNA POLYMERASES I, II, AND III SUBUNIT RPABC5 FAMILY MEMBER;
[PTHR23431:SF6];
[PF01194]: RNA polymerases N / 8 kDa subunit"
"Mp4g16660"	""	""	""	"[PTHR31741]: OS02G0726500 PROTEIN-RELATED;
[PTHR31741:SF66]: O-FUCOSYLTRANSFERASE 20;
[PF10250]: GDP-fucose protein O-fucosyltransferase"
"Mp4g16680"	""	""	""	"[K04203]: MC5R; melanocortin 5 receptor"
"Mp4g16690"	""	""	""	"[K08869]: ADCK, ABC1; aarF domain-containing kinase;
[KOG1235]: Predicted unusual protein kinase; [R];
[PTHR43173]: ABC1 FAMILY PROTEIN;
[PTHR43173:SF12]: PROTEIN KINASE SUPERFAMILY PROTEIN;
[PF03109]: ABC1 family"
"Mp4g16700"	""	""	""	"[KOG1471]: Phosphatidylinositol transfer protein SEC14 and related proteins; [I];
[PTHR45932]: PATELLIN-1;
[PF03765]: CRAL/TRIO, N-terminal domain;
[PF00650]: CRAL/TRIO domain"
"Mp4g16720"	""	""	""	"[KOG1471]: Phosphatidylinositol transfer protein SEC14 and related proteins; [I];
[PTHR45932:SF2]: PATELLIN-4;
[PTHR45932]: PATELLIN-1;
[PF03765]: CRAL/TRIO, N-terminal domain;
[PF00650]: CRAL/TRIO domain"
"Mp4g16740"	"MpPOD49"	"Peroxidase"	"[MpPOD49]: Peroxidase"	"[K00430]: E1.11.1.7; peroxidase [EC:1.11.1.7];
[PTHR31235:SF65]: PEROXIDASE;
[PTHR31235]: PEROXIDASE 25-RELATED;
[PF00141]: Peroxidase"
"Mp4g16750"	"MpPR1l"	"Salicylic acid related protein, Hormone related protein"	"[MpPR1l]: Salicylic acid related protein, Hormone related protein"	"[K13449]: PR1; pathogenesis-related protein 1;
[KOG3017]: Defense-related protein containing SCP domain; [S];
[PTHR10334:SF470]: CAP (CYSTEINE-RICH SECRETORY PROTEINS, ANTIGEN 5, AND PATHOGENESIS-RELATED 1 PROTEIN) SUPERFAMILY PROTEIN;
[PTHR10334]: CYSTEINE-RICH SECRETORY PROTEIN-RELATED;
[PF00188]: Cysteine-rich secretory protein family"
"Mp4g16780"	""	""	""	"[K14454]: GOT1; aspartate aminotransferase, cytoplasmic [EC:2.6.1.1];
[KOG1411]: Aspartate aminotransferase/Glutamic oxaloacetic transaminase AAT1/GOT2; [E];
[PTHR11879:SF49]: ASPARTATE AMINOTRANSFERASE;
[PTHR11879]: ASPARTATE AMINOTRANSFERASE;
[PF00155]: Aminotransferase class I and II"
"Mp4g16790"	""	""	""	"[K00059]: fabG, OAR1; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];
[KOG1200]: Mitochondrial/plastidial beta-ketoacyl-ACP reductase; [I];
[PTHR42760]: SHORT-CHAIN DEHYDROGENASES/REDUCTASES FAMILY MEMBER;
[PTHR42760:SF99]: 3-OXOACYL-[ACYL-CARRIER-PROTEIN] REDUCTASE 4-LIKE;
[PF13561]: Enoyl-(Acyl carrier protein) reductase"
"Mp4g16800"	""	""	""	"[K14168]: CTU1, NCS6; cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-];
[KOG2840]: Uncharacterized conserved protein with similarity to predicted ATPase of the PP-loop superfamily; [R];
[PTHR11807]: ATPASES OF THE PP SUPERFAMILY-RELATED;
[PTHR11807:SF12]: CYTOPLASMIC TRNA 2-THIOLATION PROTEIN 1;
[PF16503]: Zinc-ribbon;
[PF01171]: PP-loop family"
"Mp4g16840"	"MpSAUR6"	"Auxin responsive protein"	"[MpSAUR6]: Auxin responsive protein"	"[PF02519]: Auxin responsive protein"
"Mp4g16850"	"MpUGT18"	"UDP glycosyl transferase, Secondary metabolism enzyme"	"[MpUGT18]: UDP glycosyl transferase, Secondary metabolism enzyme"	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; N-term missing; C-term missing; [GC];
[PTHR48045]: UDP-GLYCOSYLTRANSFERASE 72B1;
[PTHR48045:SF11]: UDP-GLYCOSYLTRANSFERASE 72B1;
[PF00201]: UDP-glucoronosyl and UDP-glucosyl transferase"
"Mp4g16860"	"MpUGT19"	"UDP glycosyl transferase, Secondary metabolism enzyme"	"[MpUGT19]: UDP glycosyl transferase, Secondary metabolism enzyme"	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; N-term missing; C-term missing; [GC];
[PTHR48048]: GLYCOSYLTRANSFERASE;
[PTHR48048:SF30]: OS07G0510400 PROTEIN;
[PF00201]: UDP-glucoronosyl and UDP-glucosyl transferase"
"Mp4g16870"	""	""	""	"[KOG2488]: Acetyltransferase (GNAT) domain-containing protein; N-term missing; [R];
[PTHR42919:SF20]: ACYL-COA N-ACYLTRANSFERASES (NAT) SUPERFAMILY PROTEIN;
[PTHR42919]: N-ALPHA-ACETYLTRANSFERASE;
[PF00583]: Acetyltransferase (GNAT) family"
"Mp4g16880"	""	""	""	"[K12822]: RBM25, S164; RNA-binding protein 25;
[KOG2253]: U1 snRNP complex, subunit SNU71 and related PWI-motif proteins; [A];
[PTHR47334:SF2]: SPLICING FACTOR PWI DOMAIN-CONTAINING PROTEIN / RNA RECOGNITION MOTIF (RRM)-CONTAINING PROTEIN;
[PTHR47334]: SPLICING FACTOR PWI DOMAIN-CONTAINING PROTEIN / RNA RECOGNITION MOTIF (RRM)-CONTAINING PROTEIN;
[PF01480]: PWI domain;
[PF00076]: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)"
"Mp4g16890"	""	""	""	"[K01373]: CTSF; cathepsin F [EC:3.4.22.41];
[KOG1543]: Cysteine proteinase Cathepsin L; [O];
[PTHR12411]: CYSTEINE PROTEASE FAMILY C1-RELATED;
[PTHR12411:SF783]: CYSTEINE PROTEASE RD19C-RELATED;
[PF00112]: Papain family cysteine protease;
[PF08246]: Cathepsin propeptide inhibitor domain (I29)"
"Mp4g16900"	""	""	""	"[K03945]: NDUFA1; NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 1;
[PTHR17098]: NADH-UBIQUINONE OXIDOREDUCTASE MWFE SUBUNIT;
[PF15879]: NADH-ubiquinone oxidoreductase MWFE subunit"
"Mp4g16930"	""	""	""	"[PTHR13533:SF32]: PROTEIN TRICHOME BIREFRINGENCE-LIKE 14;
[PTHR13533]: N-ACETYLNEURAMINATE 9-O-ACETYLTRANSFERASE;
[PF14416]: PMR5 N terminal Domain;
[PF13839]: GDSL/SGNH-like Acyl-Esterase family found in Pmr5 and Cas1p"
"Mp4g16940"	""	""	""	"[K00703]: glgA; starch synthase [EC:2.4.1.21];
[KOG1111]: N-acetylglucosaminyltransferase complex, subunit PIG-A/SPT14, required for phosphatidylinositol biosynthesis/Sulfolipid synthase; N-term missing; [MOI];
[PTHR45825:SF2]: STARCH SYNTHASE 2, CHLOROPLASTIC/AMYLOPLASTIC;
[PTHR45825]: GRANULE-BOUND STARCH SYNTHASE 1, CHLOROPLASTIC/AMYLOPLASTIC;
[PF08323]: Starch synthase catalytic domain;
[PF00534]: Glycosyl transferases group 1"
"Mp4g16960"	""	""	""	"[K23166]: OPA3; optic atrophy 3 protein;
[KOG3335]: Predicted coiled-coil protein; C-term missing; [R];
[PTHR12499:SF10]: OPTIC ATROPHY 3 PROTEIN;
[PTHR12499]: OPTIC ATROPHY 3 PROTEIN  OPA3;
[PF07047]: Optic atrophy 3 protein (OPA3)"
"Mp4g16980"	""	""	""	"[PF12796]: Ankyrin repeats (3 copies)"
"Mp4g16990"	""	""	""	"[KOG0508]: Ankyrin repeat protein; C-term missing; [R];
[PTHR24178]: MOLTING PROTEIN MLT-4;
[PF12796]: Ankyrin repeats (3 copies);
[PF00023]: Ankyrin repeat"
"Mp4g17000"	"MpUGT20"	"UDP glycosyl transferase, Secondary metabolism enzyme"	"[MpUGT20]: UDP glycosyl transferase, Secondary metabolism enzyme"	"[KOG1192]: UDP-glucuronosyl and UDP-glucosyl transferase; N-term missing; [GC];
[PTHR48048:SF30]: OS07G0510400 PROTEIN;
[PTHR48048]: GLYCOSYLTRANSFERASE;
[PF00201]: UDP-glucoronosyl and UDP-glucosyl transferase"
"Mp4g17010"	""	""	""	"[K15287]: SLC35F1_2; solute carrier family 35, member F1/2;
[KOG2766]: Predicted membrane protein; [S];
[PTHR14233:SF20]: OS09G0513200 PROTEIN;
[PTHR14233]: DUF914-RELATED;
[PF06027]: Solute carrier family 35"
"Mp4g17020"	""	""	""	"[K11968]: ARIH1; ariadne-1 [EC:2.3.2.31];
[KOG1815]: Predicted E3 ubiquitin ligase; [O];
[PTHR11685:SF321]: RBR-TYPE E3 UBIQUITIN TRANSFERASE;
[PTHR11685]: RBR FAMILY  RING FINGER AND IBR DOMAIN-CONTAINING;
[PF01485]: IBR domain, a half RING-finger domain"
"Mp4g17030"	"MpDOXC27"	"Secondary metabolism enzyme"	"[MpDOXC27]: Secondary metabolism enzyme"	"[KOG0143]: Iron/ascorbate family oxidoreductases; [QR];
[PTHR10209]: OXIDOREDUCTASE, 2OG-FE II  OXYGENASE FAMILY PROTEIN;
[PTHR10209:SF768]: 2OG-FE(II) OXYGENASE FAMILY OXIDOREDUCTASE;
[PF14226]: non-haem dioxygenase in morphine synthesis N-terminal;
[PF03171]: 2OG-Fe(II) oxygenase superfamily"
"Mp4g17040"	""	""	""	"[K02915]: RP-L34e, RPL34; large subunit ribosomal protein L34e;
[KOG1790]: 60s ribosomal protein L34; [J];
[PTHR10759:SF14];
[PTHR10759]: 60S RIBOSOMAL PROTEIN L34;
[PF01199]: Ribosomal protein L34e"
"Mp4g17050"	""	""	""	"[K04507]: CACYBP, SIP; calcyclin binding protein;
[KOG3260]: Calcyclin-binding protein CacyBP; [T];
[PTHR47686]: SGS DOMAIN-CONTAINING PROTEIN;
[PF04969]: CS domain;
[PF09032]: Siah interacting protein, N terminal"
"Mp4g17070"	""	""	""	"[KOG2659]: LisH motif-containing protein; N-term missing; [Z];
[PTHR12864:SF13]: RAN-BINDING PROTEIN IN THE MICROTUBULE-ORGANISING CENTRE PROTEIN;
[PTHR12864]: RAN BINDING PROTEIN 9-RELATED;
[PF10607]: CTLH/CRA C-terminal to LisH motif domain"
"Mp4g17080"	""	""	""	"[KOG0116]: RasGAP SH3 binding protein rasputin, contains NTF2 and RRM domains; [T];
[PTHR10693]: RAS GTPASE-ACTIVATING PROTEIN-BINDING PROTEIN;
[PF00076]: RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain);
[PF02136]: Nuclear transport factor 2 (NTF2) domain"
"Mp4g17090"	""	""	""	"[K19043]: RHF; E3 ubiquitin-protein ligase RHF [EC:2.3.2.27];
[KOG4628]: Predicted E3 ubiquitin ligase; N-term missing; [O];
[PTHR46463]: ZINC FINGER, RING/FYVE/PHD-TYPE;
[PTHR46463:SF27]: E3 UBIQUITIN-PROTEIN LIGASE RHF2A;
[PF13639]: Ring finger domain"
"Mp4g17100"	""	""	""	"[KOG0532]: Leucine-rich repeat (LRR) protein, contains calponin homology domain; C-term missing; [Z];
[PTHR27000:SF728]: LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN;
[PTHR27000]: LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE FAMILY PROTEIN-RELATED"
"Mp4g17110"	""	""	""	"[K01754]: E4.3.1.19, ilvA, tdcB; threonine dehydratase [EC:4.3.1.19];
[KOG1250]: Threonine/serine dehydratases; [E];
[PTHR48078]: THREONINE DEHYDRATASE, MITOCHONDRIAL-RELATED;
[PTHR48078:SF15]: THREONINE DEHYDRATASE;
[PF00291]: Pyridoxal-phosphate dependent enzyme;
[PF00585]: C-terminal regulatory domain of Threonine dehydratase"
"Mp4g17120"	"MpGT48.3"	"Cell wall related protein"	"[MpGT48.3]: Cell wall related protein"	"[K11000]: CALS; callose synthase [EC:2.4.1.-];
[KOG0916]: 1,3-beta-glucan synthase/callose synthase catalytic subunit; [M];
[PTHR12741]: LYST-INTERACTING PROTEIN LIP5  DOPAMINE RESPONSIVE PROTEIN DRG-1;
[PTHR12741:SF88]: BNAC03G35120D PROTEIN;
[PF02364]: 1,3-beta-glucan synthase component;
[PF14288]: 1,3-beta-glucan synthase subunit FKS1, domain-1"
"Mp4g17130"	""	""	""	"[KOG2974]: Uncharacterized conserved protein; N-term missing; [S];
[PTHR13245]: RRP15-LIKE PROTEIN;
[PF07890]: Rrp15p"
"Mp4g17160"	""	""	""	"[K19045]: BB; E3 ubiquitin-protein ligase BIG BROTHER and related proteins [EC:2.3.2.27];
[KOG4628]: Predicted E3 ubiquitin ligase; N-term missing; [O];
[PTHR47530]: E3 UBIQUITIN LIGASE BIG BROTHER-RELATED;
[PTHR47530:SF4]: E3 UBIQUITIN LIGASE BIG BROTHER-RELATED;
[PF13639]: Ring finger domain"
"Mp4g17170"	"MpPPP1"	"transcription factor, PPP1"	"[MpPPP1]: transcription factor, PPP1"	"[PTHR34060]: POLYKETIDE CYCLASE / DEHYDRASE AND LIPID TRANSPORT PROTEIN;
[PTHR34060:SF2]: OS03G0837900 PROTEIN;
[PF03364]: Polyketide cyclase / dehydrase and lipid transport"
"Mp4g17180"	""	""	""	"[K00297]: metF, MTHFR; methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]"
"Mp4g17210"	"MpPIP2"	"PM-type aquaporin"	"[MpPIP2]: PM-type aquaporin"	"[K09872]: PIP; aquaporin PIP;
[KOG0223]: Aquaporin (major intrinsic protein family); [G];
[PTHR45687:SF8]: PLASMA MEMBRANE AQUAPORIN;
[PTHR45687]: AQUAPORIN OR AQUAGLYCEROPORIN RELATED;
[PF00230]: Major intrinsic protein"
"Mp4g17230"	""	""	""	"[K10391]: TUBE; tubulin epsilon;
[KOG1374]: Gamma tubulin; C-term missing; [Z];
[PTHR11588:SF13]: TUBULIN EPSILON CHAIN;
[PTHR11588]: TUBULIN;
[PF00091]: Tubulin/FtsZ family, GTPase domain"
"Mp4g17240"	""	""	""	"[K12180]: COPS7, CSN7; COP9 signalosome complex subunit 7;
[KOG3250]: COP9 signalosome, subunit CSN7; [OT];
[PTHR15350:SF5]: COP9 SIGNALOSOME COMPLEX SUBUNIT 7;
[PTHR15350]: COP9 SIGNALOSOME COMPLEX SUBUNIT 7/DENDRITIC CELL PROTEIN GA17"
"Mp4g17250"	""	""	""	"[K04797]: pfdA, PFDN5; prefoldin alpha subunit;
[KOG3048]: Molecular chaperone Prefoldin, subunit 5; [O];
[PTHR12674:SF8]: BNAA09G05390D PROTEIN;
[PTHR12674]: PREFOLDIN SUBUNIT 5;
[PF02996]: Prefoldin subunit"
"Mp4g17290"	""	""	""	"[PTHR36759:SF1]: DYNEIN BETA CHAIN, CILIARY PROTEIN;
[PTHR36759]: DYNEIN BETA CHAIN, CILIARY PROTEIN"
"Mp4g17300"	""	""	""	"[KOG0569]: Permease of the major facilitator superfamily; [G];
[PTHR48022:SF18]: MAJOR FACILITATOR, SUGAR TRANSPORTER, MAJOR FACILITATOR SUPERFAMILY-RELATED;
[PTHR48022]: PLASTIDIC GLUCOSE TRANSPORTER 4;
[PF00083]: Sugar (and other) transporter"
"Mp4g17340"	""	""	""	"[PTHR35631:SF5];
[PTHR35631]: OS08G0114150 PROTEIN"
"Mp4g17360"	""	""	""	"[K13954]: yiaY; alcohol dehydrogenase [EC:1.1.1.1];
[KOG3857]: Alcohol dehydrogenase, class IV; [C];
[PTHR11496:SF102]: ALCOHOL DEHYDROGENASE 4;
[PTHR11496]: ALCOHOL DEHYDROGENASE;
[PF00465]: Iron-containing alcohol dehydrogenase"
"Mp4g17380"	""	""	""	"[K13954]: yiaY; alcohol dehydrogenase [EC:1.1.1.1];
[KOG3857]: Alcohol dehydrogenase, class IV; [C];
[PTHR11496:SF102]: ALCOHOL DEHYDROGENASE 4;
[PTHR11496]: ALCOHOL DEHYDROGENASE;
[PF00465]: Iron-containing alcohol dehydrogenase"
"Mp4g17390"	"MpCYP704-like13"	"Cytochrome P450, Secondary metabolism enzyme"	"[MpCYP704-like13]: Cytochrome P450, Secondary metabolism enzyme"	"[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; N-term missing; [QI];
[PTHR24296:SF8]: CYTOCHROME P450 704B1;
[PTHR24296]: CYTOCHROME P450;
[PF00067]: Cytochrome P450"
"Mp4g17400"	"MpCYP704-like14"	"Cytochrome P450, Secondary metabolism enzyme"	"[MpCYP704-like14]: Cytochrome P450, Secondary metabolism enzyme"	"[K20495]: CYP704B1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80];
[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; C-term missing; [QI];
[PTHR24296]: CYTOCHROME P450;
[PTHR24296:SF8]: CYTOCHROME P450 704B1;
[PF00067]: Cytochrome P450"
"Mp4g17430"	"MpERF9"	"transcription factor, AP2/ERF"	"[MpERF9]: transcription factor, AP2/ERF"	"[PTHR31190:SF262]: ETHYLENE-RESPONSIVE TRANSCRIPTION FACTOR ERF110;
[PTHR31190]: DNA-BINDING DOMAIN;
[PF00847]: AP2 domain"
"Mp4g17450"	""	""	""	"[PTHR34587:SF2];
[PTHR34587]"
"Mp4g17480"	""	""	""	"[PF01439]: Metallothionein"
"Mp4g17500"	""	""	""	"[PF01439]: Metallothionein"
"Mp4g17510"	""	""	""	"[KOG1909]: Ran GTPase-activating protein; N-term missing; C-term missing; [AYT];
[PTHR24107]: YNEIN REGULATORY COMPLEX SUBUNIT 5;
[PF13516]: Leucine Rich repeat"
"Mp4g17520"	""	""	""	"[K00962]: pnp, PNPT1; polyribonucleotide nucleotidyltransferase [EC:2.7.7.8];
[KOG1067]: Predicted RNA-binding polyribonucleotide nucleotidyltransferase; [R];
[PTHR11252]: POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE;
[PTHR11252:SF12]: POLYRIBONUCLEOTIDE NUCLEOTIDYLTRANSFERASE 1, CHLOROPLASTIC;
[PF03725]: 3' exoribonuclease family, domain 2;
[PF01138]: 3' exoribonuclease family, domain 1;
[PF00575]: S1 RNA binding domain;
[PF00013]: KH domain"
"Mp4g17530"	""	""	""	"[K01358]: clpP, CLPP; ATP-dependent Clp protease, protease subunit [EC:3.4.21.92];
[KOG0840]: ATP-dependent Clp protease, proteolytic subunit; [O];
[PTHR10381]: ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT;
[PTHR10381:SF8]: ATP-DEPENDENT CLP PROTEASE PROTEOLYTIC SUBUNIT 6, CHLOROPLASTIC;
[PF00574]: Clp protease"
"Mp4g17540"	""	""	""	"[PTHR11697]: GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN;
[PTHR11697:SF206]: GENERAL TRANSCRIPTION FACTOR 2-RELATED ZINC FINGER PROTEIN-RELATED;
[PF14291]: Domain of unknown function (DUF4371)"
"Mp4g17550"	""	""	""	"[K12486]: SMAP; stromal membrane-associated protein;
[KOG0703]: Predicted GTPase-activating protein; C-term missing; [T];
[PTHR46419:SF2]: ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD5;
[PTHR46419]: ADP-RIBOSYLATION FACTOR GTPASE-ACTIVATING PROTEIN AGD5;
[PF01412]: Putative GTPase activating protein for Arf"
"Mp4g17560"	""	""	""	"[K06670]: SCC1, MCD1, RAD21; cohesin complex subunit SCC1;
[KOG1213]: Sister chromatid cohesion complex Cohesin, subunit RAD21/SCC1; [D];
[PTHR12585]: SCC1 / RAD21 FAMILY MEMBER;
[PTHR12585:SF64]: SISTER CHROMATID COHESION 1 PROTEIN 1;
[PF04825]: N terminus of Rad21 / Rec8 like protein;
[PF04824]: Conserved region of Rad21 / Rec8 like protein"
"Mp4g17570"	"MpLEA-like28"	"Late-embryogenesis abundant protein"	"[MpLEA-like28]: Late-embryogenesis abundant protein"	"[PF02987]: Late embryogenesis abundant protein"
"Mp4g17590"	"MpCYP704-like15"	"Cytochrome P450, Secondary metabolism enzyme"	"[MpCYP704-like15]: Cytochrome P450, Secondary metabolism enzyme"	"[K20495]: CYP704B1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80];
[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; [QI];
[PTHR24296:SF8]: CYTOCHROME P450 704B1;
[PTHR24296]: CYTOCHROME P450;
[PF00067]: Cytochrome P450"
"Mp4g17600"	""	""	""	"[PTHR31621]: PROTEIN DMP3;
[PF05078]: Protein of unknown function (DUF679)"
"Mp4g17610"	"MpCYP704-like16"	"Cytochrome P450, Secondary metabolism enzyme"	"[MpCYP704-like16]: Cytochrome P450, Secondary metabolism enzyme"	"[K20495]: CYP704B1; long-chain fatty acid omega-monooxygenase [EC:1.14.14.80];
[KOG0157]: Cytochrome P450 CYP4/CYP19/CYP26 subfamilies; N-term missing; [QI];
[PTHR24296:SF8]: CYTOCHROME P450 704B1;
[PTHR24296]: CYTOCHROME P450"
"Mp4g17620"	""	""	""	"[PTHR31621]: PROTEIN DMP3;
[PTHR31621:SF1]: PROTEIN DMP3;
[PF05078]: Protein of unknown function (DUF679)"
"Mp4g17670"	""	""	""	"[K00726]: MGAT1; alpha-1,3-mannosyl-glycoprotein beta-1,2-N-acetylglucosaminyltransferase [EC:2.4.1.101];
[KOG1413]: N-acetylglucosaminyltransferase I; [G];
[PTHR10468:SF10]: ALPHA-1,3-MANNOSYL-GLYCOPROTEIN 2-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE-RELATED;
[PTHR10468]: PROTEIN O-LINKED-MANNOSE BETA-1,2-N-ACETYLGLUCOSAMINYLTRANSFERASE 1/ALPHA-1,3-MANNOSYL-GLYCOPROTEIN 2-BETA-N-ACETYLGLUCOSAMINYLTRANSFERASE;
[PF03071]: GNT-I family"
"Mp4g17700"	""	""	""	"[KOG2743]: Cobalamin synthesis protein; [H];
[PTHR13748]: COBW-RELATED;
[PTHR13748:SF31]: COBW DOMAIN-CONTAINING PROTEIN 1-RELATED;
[PF02492]: CobW/HypB/UreG, nucleotide-binding domain;
[PF07683]: Cobalamin synthesis protein cobW C-terminal domain"
"Mp4g17710"	""	""	""	"[K13099]: CD2BP2, PPP1R59; CD2 antigen cytoplasmic tail-binding protein 2;
[KOG2950]: Uncharacterized protein involved in protein-protein interaction, contains polyproline-binding GYF domain; N-term missing; [R];
[PTHR13138]: PROTEIN LIN1;
[PF17780]: OCRE domain"
"Mp4g17730"	""	""	""	"[KOG0716]: Molecular chaperone (DnaJ superfamily); C-term missing; [O];
[PTHR44240:SF23]: DNAJ PROTEIN HOMOLOG-LIKE;
[PTHR44240]: DNAJ DOMAIN (PROKARYOTIC HEAT SHOCK PROTEIN)-RELATED;
[PF00226]: DnaJ domain"
"Mp4g17750"	""	""	""	"[K23341]: ERLIN; erlin;
[KOG2962]: Prohibitin-related membrane protease subunits; [R];
[PTHR15351]: ERLIN (ER LIPID RAFT ASSOCIATED PROTEIN) HOMOLOG;
[PTHR15351:SF3]: ERLIN (ER LIPID RAFT ASSOCIATED PROTEIN) HOMOLOG;
[PF01145]: SPFH domain / Band 7 family"
"Mp4g17760"	""	""	""	"[K07407]: E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22];
[KOG2366]: Alpha-D-galactosidase (melibiase); [G];
[PTHR11452:SF36]: ALPHA-GALACTOSIDASE;
[PTHR11452]: ALPHA-GALACTOSIDASE/ALPHA-N-ACETYLGALACTOSAMINIDASE;
[PF16499]: Alpha galactosidase A;
[PF17801]: Alpha galactosidase C-terminal beta sandwich domain"
"Mp4g17770"	""	""	""	"[KOG2258]: Glycerophosphoryl diester phosphodiesterase; N-term missing; [C];
[PTHR47449]: GLYCEROPHOSPHODIESTER PHOSPHODIESTERASE GDPD4;
[PF03009]: Glycerophosphoryl diester phosphodiesterase family"
"Mp4g17780"	"MpACOS9"	"Acyl-CoA synthase, Secondary metabolism enzyme"	"[MpACOS9]: Acyl-CoA synthase, Secondary metabolism enzyme"	"[K01895]: ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1];
[KOG1175]: Acyl-CoA synthetase; [I];
[PTHR24095]: ACETYL-COENZYME A SYNTHETASE;
[PTHR24095:SF217]: ACETYL-COENZYME A SYNTHETASE;
[PF13193]: AMP-binding enzyme C-terminal domain;
[PF16177]: Acetyl-coenzyme A synthetase N-terminus;
[PF00501]: AMP-binding enzyme"
"Mp4g17790"	""	""	""	"[K10882]: EME1, MMS4; crossover junction endonuclease EME1 [EC:3.1.22.-];
[PTHR21077:SF5]: METHYL METHANESULFONATE SENSITIVITY 4;
[PTHR21077]: EME1 PROTEIN;
[PF02732]: ERCC4 domain"
"Mp4g17810"	"MpLEA-like29"	"Late-embryogenesis abundant protein"	"[MpLEA-like29]: Late-embryogenesis abundant protein"	""
"Mp4g17850"	""	""	""	"[K15287]: SLC35F1_2; solute carrier family 35, member F1/2;
[KOG2766]: Predicted membrane protein; [S];
[PTHR14233]: DUF914-RELATED;
[PF06027]: Solute carrier family 35"
"Mp4g17860"	""	""	""	"[K01817]: trpF; phosphoribosylanthranilate isomerase [EC:5.3.1.24];
[KOG4202]: Phosphoribosylanthranilate isomerase; N-term missing; [E];
[PTHR42894]: N-(5'-PHOSPHORIBOSYL)ANTHRANILATE ISOMERASE;
[PF00697]: N-(5'phosphoribosyl)anthranilate (PRA) isomerase"
"Mp4g17880"	""	""	""	"[KOG0742]: AAA+-type ATPase; N-term missing; [O];
[PTHR46411]: FAMILY ATPASE, PUTATIVE-RELATED;
[PF00004]: ATPase family associated with various cellular activities (AAA)"
